age,agent,career_stats_career_assists,career_stats_career_goals,citizenship,club,market_value,national_caps,national_goals,position,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes,league,season_ga,market_value_bin
21,Prosport ...,7.0,10.0,Greece,VfL Wolfsburg,25000000.0,14.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,3
29,No Agent,2.0,0.0,Germany,VfL Wolfsburg,100000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,0
26,No Agent,5.0,12.0,Belgium,VfL Wolfsburg,6000000.0,4.0,0.0,Centre-Back,16.0,0.0,2.0,874.0,bundesliga,2.0,2
22,No Agent,5.0,7.0,Belgium,VfL Wolfsburg,7000000.0,9.0,0.0,Central Midfield,15.0,0.0,0.0,561.0,bundesliga,0.0,2
26,No Agent,33.0,41.0,Sweden,VfL Wolfsburg,12000000.0,34.0,2.0,Central Midfield,23.0,1.0,3.0,1426.0,bundesliga,4.0,2
25,BTAM,17.0,5.0,Denmark,VfL Wolfsburg,6000000.0,1.0,0.0,Right-Back,31.0,2.0,0.0,1759.0,bundesliga,2.0,2
24,Robert Schneider,10.0,1.0,Germany,VfL Wolfsburg,6000000.0,7.0,0.0,Right-Back,36.0,0.0,1.0,2648.0,bundesliga,1.0,2
27,No Agent,13.0,4.0,Brazil,VfL Wolfsburg,2500000.0,1.0,0.0,Left-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,1
31,Karl M. Herzog ...,77.0,84.0,Germany,VfL Wolfsburg,5000000.0,3.0,0.0,Central Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,1
22,Shot Sports,9.0,7.0,States,VfL Wolfsburg,7500000.0,3.0,0.0,Left Midfield,2.0,1.0,0.0,125.0,bundesliga,1.0,2
18,CAA Stellar,29.0,16.0,Germany,Wolfsburg U19,500000.0,3.0,0.0,Attacking Midfield,16.0,5.0,5.0,1352.0,bundesliga,10.0,0
19,PRO Profil GmbH,28.0,12.0,Hungary,VfL Wolfsburg,12000000.0,3.0,0.0,Attacking Midfield,25.0,3.0,1.0,1540.0,bundesliga,4.0,2
31,No Agent,49.0,47.0,Germany,VfL Wolfsburg,2500000.0,1.0,0.0,Central Midfield,33.0,1.0,2.0,1679.0,bundesliga,3.0,1
23,BMG-SPORT,30.0,32.0,Poland,VfL Wolfsburg,5000000.0,22.0,1.0,Left Winger,26.0,5.0,0.0,1260.0,bundesliga,5.0,1
24,More than Sport GmbH,32.0,27.0,Austria,VfL Wolfsburg,15000000.0,0.0,0.0,Right Winger,33.0,4.0,4.0,2081.0,bundesliga,8.0,2
27,Niagara Sports ...,63.0,53.0,Croatia,VfL Wolfsburg,17000000.0,35.0,8.0,Attacking Midfield,11.0,1.0,2.0,483.0,bundesliga,3.0,3
25,No Agent,46.0,104.0,Denmark,VfL Wolfsburg,14000000.0,39.0,8.0,Right Winger,40.0,7.0,9.0,2276.0,bundesliga,16.0,2
25,No Agent,32.0,67.0,Algeria,VfL Wolfsburg,32000000.0,32.0,13.0,Centre-Forward,34.0,12.0,10.0,2730.0,bundesliga,22.0,3
34,No Agent,78.0,145.0,Germany,VfL Wolfsburg,1000000.0,1.0,0.0,Centre-Forward,19.0,1.0,1.0,157.0,bundesliga,2.0,0
23,Proeleven S.A.,14.0,29.0,Portugal,VfL Wolfsburg,12000000.0,23.0,2.0,Centre-Forward,36.0,2.0,6.0,2133.0,bundesliga,8.0,2
26,Sports360 GmbH,20.0,93.0,Germany,VfL Wolfsburg,3000000.0,7.0,0.0,Centre-Forward,20.0,0.0,3.0,471.0,bundesliga,3.0,1
26,ROOF,40.0,108.0,Denmark,VfL Wolfsburg,12000000.0,35.0,8.0,Centre-Forward,35.0,4.0,11.0,2107.0,bundesliga,15.0,2
31,Sports360 GmbH,6.0,0.0,Germany,SC Freiburg,400000.0,2.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,0
27,PRO Profil GmbH,1.0,0.0,Germany,SC Freiburg,1200000.0,2.0,0.0,Goalkeeper,12.0,0.0,0.0,977.0,bundesliga,0.0,0
23,BMG-SPORT,8.0,30.0,Poland,VfL Wolfsburg,800000.0,10.0,4.0,Centre-Forward,0.0,0.0,0.0,0.0,bundesliga,0.0,0
22,Unique Sports Group,4.0,5.0,Germany,SC Freiburg,8000000.0,9.0,1.0,Centre-Back,28.0,0.0,1.0,1437.0,bundesliga,1.0,2
23,Unique Sports Group,6.0,1.0,Germany,SC Freiburg,18000000.0,19.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,3
32,Unique Sports Group,57.0,19.0,Germany,SC Freiburg,3500000.0,8.0,0.0,Left-Back,32.0,4.0,2.0,2579.0,bundesliga,6.0,1
34,Unique Sports Group,1.0,17.0,Germany,SC Freiburg,400000.0,1.0,0.0,Centre-Back,1.0,0.0,0.0,90.0,bundesliga,0.0,0
31,Unique Sports Group,26.0,55.0,Germany,SC Freiburg,7000000.0,51.0,2.0,Centre-Back,34.0,1.0,3.0,2740.0,bundesliga,4.0,2
19,Sports360 GmbH,1.0,1.0,Switzerland,SC Freiburg,1000000.0,5.0,0.0,Centre-Back,7.0,1.0,0.0,447.0,bundesliga,1.0,0
23,BS Group ...,4.0,0.0,France,SC Freiburg,6000000.0,0.0,0.0,Left-Back,20.0,0.0,0.0,826.0,bundesliga,0.0,2
23,No Agent,4.0,12.0,France,SC Freiburg,10000000.0,15.0,0.0,Right-Back,22.0,0.0,2.0,866.0,bundesliga,2.0,2
32,ROOF,13.0,16.0,Germany,SC Freiburg,1500000.0,0.0,0.0,Right-Back,30.0,1.0,5.0,1947.0,bundesliga,6.0,0
28,ROOF,45.0,56.0,Germany,SC Freiburg,10000000.0,0.0,0.0,Central Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,2
25,No Agent,16.0,9.0,Germany,SC Freiburg,10000000.0,4.0,0.0,Central Midfield,33.0,1.0,1.0,2521.0,bundesliga,2.0,2
19,Gold Kick SA,6.0,18.0,Switzerland,SC Freiburg,8000000.0,2.0,1.0,Central Midfield,21.0,6.0,3.0,1195.0,bundesliga,9.0,2
35,No Agent,32.0,37.0,Germany,SC Freiburg,500000.0,2.0,0.0,Defensive Midfield,23.0,1.0,0.0,907.0,bundesliga,1.0,0
29,Alfaria sports GmbH,47.0,67.0,Ghana,SC Freiburg,800000.0,18.0,0.0,Attacking Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,0
26,CAA Stellar,70.0,40.0,Germany,SC Freiburg,7000000.0,0.0,0.0,Left Winger,34.0,3.0,2.0,1015.0,bundesliga,5.0,2
22,No Agent,13.0,10.0,Germany,SC Freiburg,12000000.0,10.0,2.0,Attacking Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,2
32,ROOF,116.0,118.0,Italy,SC Freiburg,6000000.0,9.0,4.0,Left Winger,37.0,12.0,10.0,2674.0,bundesliga,22.0,2
23,No Agent,26.0,45.0,Türkiye,SC Freiburg,8000000.0,0.0,0.0,Right Winger,25.0,4.0,0.0,1329.0,bundesliga,4.0,2
26,No Agent,33.0,54.0,Kosovo,SC Freiburg,1800000.0,28.0,1.0,Left Winger,13.0,1.0,1.0,379.0,bundesliga,2.0,1
31,Unique Sports Group,58.0,100.0,Germany,SC Freiburg,800000.0,10.0,0.0,Second Striker,3.0,0.0,0.0,93.0,bundesliga,0.0,0
27,CAA Stellar,47.0,74.0,Japan,SC Freiburg,25000000.0,0.0,0.0,Right Winger,36.0,9.0,10.0,3034.0,bundesliga,19.0,3
24,Sports360 GmbH,28.0,95.0,Austria,SC Freiburg,5000000.0,9.0,0.0,Centre-Forward,27.0,2.0,4.0,1666.0,bundesliga,6.0,1
30,Unique Sports Group,49.0,93.0,Germany,SC Freiburg,3000000.0,0.0,0.0,Centre-Forward,34.0,3.0,7.0,2044.0,bundesliga,10.0,1
30,No Agent,16.0,0.0,Germany,1.FSV Mainz 05,4000000.0,1.0,0.0,Goalkeeper,34.0,0.0,0.0,3090.0,bundesliga,0.0,1
23,ROOF,3.0,0.0,Germany,1.FSV Mainz 05,400000.0,0.0,0.0,Goalkeeper,5.0,0.0,0.0,450.0,bundesliga,0.0,0
31,YOU FIRST,36.0,109.0,Austria,SC Freiburg,3000000.0,66.0,21.0,Centre-Forward,0.0,0.0,0.0,0.0,bundesliga,0.0,1
34,Soccer and more,10.0,0.0,Germany,1.FSV Mainz 05,250000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,0
26,Sports360 GmbH,3.0,7.0,Germany,1.FSV Mainz 05,5000000.0,0.0,0.0,Centre-Back,20.0,0.0,0.0,1646.0,bundesliga,0.0,1
27,Sports360 GmbH,4.0,5.0,Germany,1.FSV Mainz 05,1500000.0,3.0,0.0,Centre-Back,16.0,0.0,1.0,846.0,bundesliga,1.0,0
28,Nordic Sky,10.0,12.0,Norway,1.FSV Mainz 05,6000000.0,21.0,0.0,Centre-Back,23.0,1.0,1.0,1399.0,bundesliga,2.0,2
31,Sports360 GmbH,39.0,13.0,Germany,1.FSV Mainz 05,1500000.0,5.0,1.0,Centre-Back,25.0,1.0,0.0,2011.0,bundesliga,1.0,0
31,Unique Sports Group,27.0,13.0,Austria,1.FSV Mainz 05,1800000.0,0.0,0.0,Left-Back,34.0,5.0,1.0,2776.0,bundesliga,6.0,1
33,No Agent,17.0,25.0,Germany,1.FSV Mainz 05,800000.0,6.0,1.0,Centre-Back,20.0,1.0,0.0,1517.0,bundesliga,1.0,0
19,SEG,1.0,3.0,Germany,FSV Mainz 05 II,150000.0,7.0,0.0,Centre-Back,17.0,1.0,0.0,1408.0,bundesliga,1.0,0
27,BS Group ...,23.0,7.0,France,1.FSV Mainz 05,12000000.0,1.0,0.0,Right-Back,35.0,7.0,1.0,2863.0,bundesliga,8.0,2
22,YOU FIRST,7.0,18.0,Austria,1.FSV Mainz 05,1500000.0,0.0,0.0,Right-Back,17.0,0.0,0.0,462.0,bundesliga,0.0,0
31,Sports360 GmbH,30.0,35.0,Germany,1.FSV Mainz 05,3500000.0,4.0,0.0,Defensive Midfield,30.0,0.0,3.0,2515.0,bundesliga,3.0,1
24,UDN SPORTS,6.0,9.0,Japan,1.FSV Mainz 05,20000000.0,6.0,0.0,Defensive Midfield,36.0,0.0,0.0,3254.0,bundesliga,0.0,3
25,No Agent,4.0,4.0,States,1.FSV Mainz 05,3500000.0,2.0,0.0,Defensive Midfield,26.0,0.0,0.0,1458.0,bundesliga,0.0,1
28,No Agent,50.0,45.0,Germany,1.FSV Mainz 05,20000000.0,7.0,0.0,Central Midfield,32.0,5.0,8.0,2660.0,bundesliga,13.0,3
32,No Agent,56.0,40.0,Switzerland,1.FSV Mainz 05,1200000.0,50.0,4.0,Right-Back,28.0,1.0,0.0,501.0,bundesliga,1.0,0
26,Apertura Sports GmbH,40.0,21.0,South,1.FSV Mainz 05,3500000.0,0.0,0.0,Attacking Midfield,30.0,4.0,2.0,1080.0,bundesliga,6.0,1
22,Sport Business ...,21.0,57.0,Germany,1.FSV Mainz 05,3000000.0,2.0,0.0,Second Striker,30.0,3.0,3.0,926.0,bundesliga,6.0,1
22,PRO Profil GmbH,58.0,47.0,Germany,1.FSV Mainz 05,24000000.0,11.0,1.0,Attacking Midfield,33.0,7.0,10.0,2491.0,bundesliga,17.0,3
24,PRO Profil GmbH,32.0,76.0,Germany,1.FSV Mainz 05,35000000.0,3.0,0.0,Centre-Forward,30.0,3.0,19.0,2246.0,bundesliga,22.0,3
27,One Team Football,20.0,47.0,France,1.FSV Mainz 05,5000000.0,1.0,0.0,Right Winger,23.0,1.0,4.0,1308.0,bundesliga,5.0,1
20,No Agent,5.0,48.0,Germany,1.FSV Mainz 05,10000000.0,0.0,0.0,Centre-Forward,0.0,0.0,0.0,0.0,bundesliga,0.0,2
32,Unique Sports Group,90.0,78.0,South,1.FSV Mainz 05,2500000.0,96.0,14.0,Attacking Midfield,34.0,9.0,7.0,2777.0,bundesliga,16.0,1
27,ROOF,7.0,0.0,Germany,Bor. M'gladbach,5000000.0,1.0,0.0,Goalkeeper,20.0,0.0,0.0,1730.0,bundesliga,0.0,1
19,Wasserman,2.0,0.0,Luxembourg,Bor. M'gladbach,1500000.0,6.0,0.0,Goalkeeper,20.0,0.0,0.0,1789.0,bundesliga,0.0,0
31,Signature - ISCM AG,10.0,0.0,Switzerland,Bor. M'gladbach,2500000.0,4.0,0.0,Goalkeeper,13.0,0.0,0.0,1069.0,bundesliga,0.0,1
28,No Agent,14.0,22.0,Switzerland,Bor. M'gladbach,8000000.0,57.0,2.0,Centre-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,2
28,No Agent,8.0,16.0,Japan,Bor. M'gladbach,12000000.0,0.0,0.0,Centre-Back,33.0,1.0,4.0,2970.0,bundesliga,5.0,2
37,No Agent,20.0,0.0,Germany,Bor. M'gladbach,300000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,0
21,SEG,16.0,12.0,Germany,Bor. M'gladbach,8000000.0,0.0,0.0,Left-Back,33.0,3.0,1.0,2470.0,bundesliga,4.0,2
22,11WINS,30.0,12.0,Germany,Bor. M'gladbach,6000000.0,17.0,0.0,Left-Back,25.0,2.0,1.0,1049.0,bundesliga,3.0,2
20,Sports360 GmbH,2.0,3.0,Italy,Bor. M'gladbach,2000000.0,0.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,1
29,Sports360 GmbH,16.0,17.0,Germany,Bor. M'gladbach,6000000.0,6.0,0.0,Defensive Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,2
22,Sports360 GmbH,6.0,4.0,States,Bor. M'gladbach,10000000.0,21.0,0.0,Right-Back,34.0,0.0,0.0,2763.0,bundesliga,0.0,2
23,Sports360 GmbH,15.0,14.0,Germany,Bor. M'gladbach,15000000.0,14.0,2.0,Central Midfield,28.0,2.0,2.0,1913.0,bundesliga,4.0,2
27,Tenet Football,33.0,23.0,Germany,Bor. M'gladbach,4000000.0,0.0,0.0,Central Midfield,29.0,0.0,1.0,1497.0,bundesliga,1.0,1
28,CN Sports,40.0,47.0,Germany,Bor. M'gladbach,3500000.0,0.0,0.0,Central Midfield,19.0,1.0,0.0,437.0,bundesliga,1.0,1
19,No Agent,10.0,10.0,Germany,Bor. M'gladbach,300000.0,9.0,0.0,Right Winger,32.0,6.0,2.0,2253.0,bundesliga,8.0,0
21,Wasserman,12.0,8.0,Luxembourg,Bor. M'gladbach,500000.0,26.0,3.0,Left Winger,4.0,0.0,0.0,181.0,bundesliga,0.0,0
28,No Agent,65.0,51.0,France,Bor. M'gladbach,12000000.0,3.0,0.0,Right Winger,21.0,9.0,5.0,1619.0,bundesliga,14.0,2
31,Teamgeist ...,78.0,48.0,Austria,Bor. M'gladbach,3500000.0,0.0,0.0,Attacking Midfield,33.0,4.0,3.0,1720.0,bundesliga,7.0,1
26,CN Sports,56.0,89.0,Germany,Bor. M'gladbach,12000000.0,5.0,3.0,Left Winger,34.0,8.0,4.0,2209.0,bundesliga,12.0,2
25,No Agent,9.0,28.0,Cameroon,Bor. M'gladbach,4000000.0,2.0,0.0,Right Winger,21.0,1.0,2.0,851.0,bundesliga,3.0,1
29,Robert Schneider,0.0,0.0,Germany,Bor. M'gladbach,17000000.0,6.0,4.0,Centre-Forward,33.0,10.0,16.0,2925.0,bundesliga,26.0,3
32,No Agent,77.0,116.0,France,Bor. M'gladbach,5000000.0,1.0,0.0,Centre-Forward,32.0,7.0,12.0,2000.0,bundesliga,19.0,1
24,Unique Sports Group,10.0,0.0,Germany,TSG Hoffenheim,750000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,0
31,No Agent,3.0,0.0,Denmark,TSG Hoffenheim,250000.0,17.0,0.0,Goalkeeper,16.0,0.0,0.0,1401.0,bundesliga,0.0,0
35,CN Sports,12.0,0.0,Germany,TSG Hoffenheim,3000000.0,4.0,0.0,Goalkeeper,37.0,0.0,0.0,3330.0,bundesliga,0.0,1
21,No Agent,9.0,19.0,Japan,Bor. M'gladbach,500000.0,1.0,1.0,Centre-Forward,21.0,2.0,5.0,1206.0,bundesliga,7.0,0
24,Nehoda Sport,13.0,69.0,Republic,Bor. M'gladbach,3000000.0,8.0,1.0,Centre-Forward,30.0,0.0,2.0,834.0,bundesliga,2.0,1
25,No Agent,6.0,9.0,Republic,TSG Hoffenheim,3500000.0,7.0,0.0,Centre-Back,13.0,1.0,0.0,1009.0,bundesliga,1.0,1
30,Unique Sports Group,7.0,19.0,Nigeria,TSG Hoffenheim,2500000.0,8.0,0.0,Centre-Back,42.0,0.0,0.0,3066.0,bundesliga,0.0,1
25,Solbakken / Player ...,2.0,14.0,Norway,TSG Hoffenheim,10000000.0,31.0,1.0,Centre-Back,29.0,0.0,1.0,2336.0,bundesliga,1.0,2
25,F-F SPORT,6.0,14.0,Türkiye,TSG Hoffenheim,5000000.0,26.0,2.0,Centre-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,1
21,No Agent,1.0,0.0,Iceland,TSG Hoffenheim,250000.0,10.0,0.0,Goalkeeper,27.0,0.0,0.0,2430.0,bundesliga,0.0,0
24,No Agent,0.0,7.0,Brazil,TSG Hoffenheim,5000000.0,6.0,0.0,Centre-Back,38.0,0.0,2.0,3060.0,bundesliga,2.0,1
25,No Agent,13.0,4.0,France,TSG Hoffenheim,7000000.0,3.0,0.0,Right-Back,31.0,3.0,2.0,2168.0,bundesliga,5.0,2
24,No Agent,22.0,23.0,Republic,TSG Hoffenheim,5000000.0,12.0,1.0,Left-Back,22.0,3.0,0.0,1122.0,bundesliga,3.0,1
24,YOU FIRST,47.0,40.0,Austria,TSG Hoffenheim,5000000.0,13.0,0.0,Left-Back,31.0,2.0,0.0,2024.0,bundesliga,2.0,1
26,ROOF,33.0,26.0,Germany,TSG Hoffenheim,14000000.0,2.0,0.0,Defensive Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,2
33,SPORT INVEST,57.0,34.0,Republic,TSG Hoffenheim,1700000.0,48.0,3.0,Right-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,1
29,Global Talent,14.0,6.0,Mali,TSG Hoffenheim,1000000.0,42.0,1.0,Defensive Midfield,10.0,0.0,0.0,462.0,bundesliga,0.0,0
30,ROOF,24.0,15.0,Germany,TSG Hoffenheim,500000.0,10.0,0.0,Left-Back,2.0,2.0,0.0,61.0,bundesliga,2.0,0
20,ROGON,28.0,34.0,Germany,TSG Hoffenheim,6000000.0,2.0,0.0,Central Midfield,22.0,2.0,2.0,929.0,bundesliga,4.0,2
27,No Agent,46.0,26.0,Germany,TSG Hoffenheim,2000000.0,5.0,0.0,Central Midfield,25.0,1.0,0.0,933.0,bundesliga,1.0,1
25,Sports360 GmbH,15.0,11.0,Germany,TSG Hoffenheim,2000000.0,4.0,0.0,Central Midfield,16.0,1.0,0.0,891.0,bundesliga,1.0,1
30,Unique Sports Group,24.0,34.0,Germany,TSG Hoffenheim,3000000.0,0.0,0.0,Central Midfield,3.0,0.0,0.0,237.0,bundesliga,0.0,1
22,Int. Sport ...,50.0,73.0,Republic,TSG Hoffenheim,18000000.0,41.0,4.0,Second Striker,37.0,3.0,11.0,2537.0,bundesliga,14.0,3
19,Unique Sports Group,6.0,9.0,d'Ivoire,TSG Hoffenheim,9000000.0,0.0,0.0,Left Winger,0.0,0.0,0.0,0.0,bundesliga,0.0,2
34,No Agent,87.0,233.0,Croatia,TSG Hoffenheim,4000000.0,106.0,34.0,Attacking Midfield,41.0,10.0,11.0,3503.0,bundesliga,21.0,1
19,Sports360 GmbH,21.0,60.0,Germany,TSG Hoffenheim,7000000.0,0.0,0.0,Centre-Forward,29.0,4.0,5.0,1566.0,bundesliga,9.0,2
20,YOU FIRST,0.0,0.0,Austria,TSG Hoffenheim,500000.0,7.0,0.0,Central Midfield,28.0,4.0,8.0,1899.0,bundesliga,12.0,0
32,No Agent,0.0,0.0,Germany,TSG Hoffenheim,2500000.0,0.0,0.0,Left Winger,31.0,4.0,8.0,2053.0,bundesliga,12.0,1
23,ROGON,11.0,25.0,Türkiye,TSG Hoffenheim,2500000.0,13.0,6.0,Centre-Forward,24.0,3.0,3.0,787.0,bundesliga,6.0,1
22,Aneke/PMG,9.0,64.0,Nigeria,TSG Hoffenheim,10000000.0,0.0,0.0,Centre-Forward,18.0,0.0,6.0,948.0,bundesliga,6.0,2
31,No Agent,34.0,167.0,Bosnia-Herzegovina,TSG Hoffenheim,2500000.0,5.0,0.0,Centre-Forward,32.0,2.0,4.0,1313.0,bundesliga,6.0,1
31,No Agent,52.0,74.0,Togo,TSG Hoffenheim,1000000.0,38.0,1.0,Centre-Forward,1.0,0.0,0.0,8.0,bundesliga,0.0,0
29,No Agent,15.0,0.0,Germany,Werder Bremen,4500000.0,0.0,0.0,Goalkeeper,38.0,0.0,0.0,3420.0,bundesliga,0.0,1
27,YOU FIRST,16.0,20.0,Austria,Werder Bremen,12000000.0,0.0,0.0,Centre-Back,29.0,0.0,0.0,2434.0,bundesliga,0.0,2
30,Sports360 GmbH,9.0,25.0,Germany,Werder Bremen,4000000.0,2.0,0.0,Centre-Back,29.0,1.0,0.0,2352.0,bundesliga,1.0,1
21,feel soccer GmbH,4.0,0.0,Germany,Werder Bremen,2000000.0,9.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,1
27,Sports360 GmbH,16.0,10.0,Germany,Werder Bremen,3500000.0,0.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,1
29,LIAN Sports Group,14.0,9.0,Serbia,Werder Bremen,3000000.0,35.0,1.0,Centre-Back,17.0,1.0,0.0,1134.0,bundesliga,1.0,1
33,CAA Stellar,31.0,28.0,Germany,Werder Bremen,1000000.0,2.0,0.0,Centre-Back,32.0,0.0,1.0,2182.0,bundesliga,1.0,0
34,Teamgeist ...,24.0,0.0,Germany,Werder Bremen,300000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,bundesliga,0.0,0
25,No Agent,19.0,10.0,Nigeria,Werder Bremen,8000000.0,1.0,0.0,Left-Back,25.0,1.0,3.0,1852.0,bundesliga,4.0,2
24,SP,2.0,3.0,Argentina,Werder Bremen,2500000.0,0.0,0.0,Centre-Back,12.0,1.0,1.0,630.0,bundesliga,2.0,1
26,No Agent,37.0,18.0,Germany,Werder Bremen,5000000.0,1.0,0.0,Left-Back,34.0,2.0,2.0,1909.0,bundesliga,4.0,1
31,CN Sports,92.0,52.0,Germany,Werder Bremen,5000000.0,12.0,1.0,Right-Back,36.0,9.0,5.0,3230.0,bundesliga,14.0,1
31,feel soccer GmbH,52.0,79.0,Germany,Werder Bremen,1500000.0,20.0,3.0,Central Midfield,31.0,2.0,2.0,1148.0,bundesliga,4.0,0
24,Team Raiola,13.0,1.0,Faso,Werder Bremen,4000000.0,0.0,0.0,Right-Back,16.0,2.0,0.0,497.0,bundesliga,2.0,1
28,CMA Group,0.0,0.0,Denmark,Werder Bremen,14000000.0,2.0,0.0,Central Midfield,31.0,5.0,10.0,2441.0,bundesliga,15.0,2
26,No Agent,20.0,9.0,Belgium,Werder Bremen,9000000.0,5.0,0.0,Defensive Midfield,36.0,1.0,0.0,3108.0,bundesliga,1.0,2
20,No Agent,24.0,33.0,Germany,Werder Bremen,600000.0,3.0,1.0,Attacking Midfield,26.0,12.0,16.0,1809.0,bundesliga,28.0,0
23,No Agent,5.0,8.0,France,Werder Bremen,2500000.0,0.0,0.0,Defensive Midfield,12.0,0.0,0.0,231.0,bundesliga,0.0,1
24,Tenet Football,21.0,45.0,Germany,Werder Bremen,7000000.0,0.0,0.0,Right Winger,30.0,4.0,3.0,1099.0,bundesliga,7.0,2
26,Milan ...,74.0,133.0,Austria,Werder Bremen,4000000.0,7.0,0.0,Left Winger,34.0,2.0,6.0,1342.0,bundesliga,8.0,1
22,No Agent,22.0,32.0,Germany,Werder Bremen,450000.0,1.0,0.0,Left Winger,17.0,6.0,4.0,1409.0,bundesliga,10.0,0
25,No Agent,54.0,36.0,Austria,Werder Bremen,17000000.0,25.0,2.0,Attacking Midfield,35.0,6.0,5.0,3116.0,bundesliga,11.0,3
29,Roc Nation Sports,56.0,150.0,Portugal,Werder Bremen,4000000.0,53.0,19.0,Centre-Forward,23.0,3.0,2.0,728.0,bundesliga,5.0,1
27,CN Sports,7.0,1.0,Germany,FC Augsburg,9000000.0,8.0,0.0,Goalkeeper,23.0,0.0,0.0,2100.0,bundesliga,0.0,2
25,GreenField,6.0,0.0,Croatia,FC Augsburg,2500000.0,2.0,0.0,Goalkeeper,17.0,0.0,0.0,1530.0,bundesliga,0.0,1
24,Sport Business ...,9.0,0.0,Germany,FC Augsburg,150000.0,2.0,0.0,Goalkeeper,3.0,0.0,0.0,270.0,bundesliga,0.0,0
31,No Agent,110.0,220.0,Germany,Werder Bremen,6000000.0,2.0,0.0,Centre-Forward,36.0,11.0,9.0,2732.0,bundesliga,20.0,2
28,Wasserman,20.0,32.0,Scotland,Werder Bremen,3000000.0,13.0,1.0,Centre-Forward,0.0,0.0,0.0,0.0,bundesliga,0.0,1
26,Wasserman,12.0,10.0,Switzerland,FC Augsburg,7000000.0,6.0,0.0,Centre-Back,23.0,2.0,0.0,1837.0,bundesliga,2.0,2
28,Robert Schneider,9.0,26.0,Germany,FC Augsburg,6000000.0,3.0,0.0,Centre-Back,22.0,1.0,3.0,1656.0,bundesliga,4.0,2
18,Karl M. Herzog ...,1.0,3.0,States,FC Augsburg,6000000.0,5.0,0.0,Centre-Back,20.0,1.0,0.0,1233.0,bundesliga,1.0,2
23,Classico,3.0,3.0,France,FC Augsburg,22000000.0,12.0,1.0,Centre-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,3
21,Karl M. Herzog ...,13.0,41.0,Germany,Werder Bremen,4000000.0,0.0,0.0,Centre-Forward,0.0,0.0,0.0,0.0,bundesliga,0.0,1
33,SEG,23.0,22.0,Netherlands,FC Augsburg,1500000.0,3.0,0.0,Centre-Back,37.0,4.0,1.0,3335.0,bundesliga,5.0,0
27,Fabryka Futbolu,9.0,9.0,Poland,FC Augsburg,1500000.0,6.0,0.0,Right-Back,11.0,0.0,0.0,457.0,bundesliga,0.0,0
28,No Agent,13.0,13.0,Croatia,FC Augsburg,6500000.0,11.0,0.0,Defensive Midfield,35.0,1.0,0.0,2564.0,bundesliga,1.0,2
30,ROGON,49.0,38.0,Germany,FC Augsburg,3000000.0,5.0,0.0,Right-Back,36.0,3.0,1.0,2448.0,bundesliga,4.0,1
28,Nordic Sky,15.0,8.0,Denmark,FC Augsburg,2000000.0,0.0,0.0,Left-Back,9.0,0.0,0.0,304.0,bundesliga,0.0,1
21,MvK Sports,2.0,1.0,Türkiye,FC Augsburg,175000.0,0.0,0.0,Defensive Midfield,22.0,1.0,0.0,1813.0,bundesliga,1.0,0
25,Match2gether,31.0,13.0,Germany,FC Augsburg,2000000.0,0.0,0.0,Right-Back,0.0,0.0,0.0,0.0,bundesliga,0.0,1
29,No Agent,45.0,5.0,Greece,FC Augsburg,3000000.0,33.0,0.0,Left-Back,34.0,5.0,1.0,2926.0,bundesliga,6.0,1
27,No Agent,23.0,30.0,Kosovo,FC Augsburg,3500000.0,0.0,0.0,Central Midfield,31.0,1.0,2.0,2056.0,bundesliga,3.0,1
26,11WINS,41.0,21.0,Germany,FC Augsburg,4000000.0,18.0,1.0,Central Midfield,0.0,0.0,0.0,0.0,bundesliga,0.0,1
27,No Agent,13.0,22.0,Nigeria,FC Augsburg,7000000.0,32.0,1.0,Central Midfield,37.0,2.0,0.0,2918.0,bundesliga,2.0,2
